"Severity","ThreadID","Date","Time","Application","Message"
"Error","http-nio-8500-exec-7","12/13/24","16:55:37","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-8","12/13/24","16:56:37","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-9","12/13/24","16:57:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","16:58:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-2","12/13/24","16:59:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-1","12/13/24","17:00:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:01:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-3","12/13/24","17:02:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-5","12/13/24","17:03:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-6","12/13/24","17:04:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:05:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-8","12/13/24","17:06:38","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-9","12/13/24","17:07:39","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:08:39","","Error Executing Database Query.ERROR: syntax error at or near ""order""   Position: 103 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:09:06","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-5","12/13/24","17:09:09","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:09:39","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-8","12/13/24","17:10:39","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-9","12/13/24","17:11:39","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:12:12","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-1","12/13/24","17:12:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:13:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:13:54","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Information","http-nio-8500-exec-10","12/13/24","17:14:08","","Session rotated successfully."
"Error","http-nio-8500-exec-5","12/13/24","17:14:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:14:58","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-6","12/13/24","17:15:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:16:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:17:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:18:03","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:18:05","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-9","12/13/24","17:18:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-5","12/13/24","17:19:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-6","12/13/24","17:20:40","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-2","12/13/24","17:21:40","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-8","12/13/24","17:22:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:23:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:24:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:24:47","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-9","12/13/24","17:25:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-5","12/13/24","17:26:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-6","12/13/24","17:27:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-2","12/13/24","17:28:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-3","12/13/24","17:29:41","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-8","12/13/24","17:30:42","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-10","12/13/24","17:31:42","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-4","12/13/24","17:32:42","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 5 "
"Error","http-nio-8500-exec-7","12/13/24","17:32:50","","Invalid CFML construct found on line 40 at column 7.ColdFusion was looking at the following text:<p>cffunction</p> The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-9","12/13/24","17:33:40","","Element SQL is undefined in GETMENUSQUERY. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-5","12/13/24","17:33:42","","Element SQL is undefined in GETMENUSQUERY. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-2","12/13/24","17:34:15","","Element SQL is undefined in RESULT. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-8","12/13/24","17:34:26","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-4","12/13/24","17:34:43","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-7","12/13/24","17:35:43","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-1","12/13/24","17:36:43","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 29 "
"Error","http-nio-8500-exec-9","12/13/24","17:37:00","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 35 "
"Error","http-nio-8500-exec-5","12/13/24","17:37:02","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 35 "
"Error","http-nio-8500-exec-2","12/13/24","17:37:43","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 35 "
"Error","http-nio-8500-exec-3","12/13/24","17:38:36","","Variable GETMENUSQUERY is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-8","12/13/24","17:38:43","","Variable GETMENUSQUERY is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-4","12/13/24","17:39:44","","Variable GETMENUSQUERY is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-7","12/13/24","17:39:53","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-1","12/13/24","17:39:57","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 40 "
"Error","http-nio-8500-exec-5","12/13/24","17:40:44","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 41 "
"Error","http-nio-8500-exec-6","12/13/24","17:41:44","","Variable RESULT is undefined. The specific sequence of files included or processed is: /app/index.cfm, line: 42 "
"Error","http-nio-8500-exec-2","12/13/24","17:42:12","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-8","12/13/24","17:42:44","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-10","12/13/24","17:43:44","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-4","12/13/24","17:44:44","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-7","12/13/24","17:45:19","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-1","12/13/24","17:45:21","","Error Executing Database Query.ERROR: relation ""public.menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-9","12/13/24","17:45:38","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-5","12/13/24","17:45:45","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-2","12/13/24","17:46:45","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 25 "
"Error","http-nio-8500-exec-3","12/13/24","17:47:43","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-8","12/13/24","17:47:44","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-10","12/13/24","17:47:45","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-7","12/13/24","17:47:52","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-9","12/13/24","17:48:01","","Neither the method getMenus was found in component /app/models/MenuModel.cfc nor was there any default method with this name present in any of the implementing interface.Ensure that the method is defined, and that it is spelled correctly. The specific sequence of files included or processed is: /app/index.cfm, line: 4 "
"Error","http-nio-8500-exec-6","12/13/24","17:48:45","","Neither the method getMenus was found in component /app/models/MenuModel.cfc nor was there any default method with this name present in any of the implementing interface.Ensure that the method is defined, and that it is spelled correctly. The specific sequence of files included or processed is: /app/index.cfm, line: 4 "
"Error","http-nio-8500-exec-2","12/13/24","17:49:45","","Neither the method getMenus was found in component /app/models/MenuModel.cfc nor was there any default method with this name present in any of the implementing interface.Ensure that the method is defined, and that it is spelled correctly. The specific sequence of files included or processed is: /app/index.cfm, line: 4 "
"Error","http-nio-8500-exec-3","12/13/24","17:50:45","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-8","12/13/24","17:51:44","","Could not find the ColdFusion component or interface wwwroot.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-10","12/13/24","17:51:45","","Could not find the ColdFusion component or interface wwwroot.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-4","12/13/24","17:52:00","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-1","12/13/24","17:52:45","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-9","12/13/24","17:53:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-5","12/13/24","17:54:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-6","12/13/24","17:55:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-2","12/13/24","17:56:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-3","12/13/24","17:57:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-8","12/13/24","17:58:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-10","12/13/24","17:59:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-4","12/13/24","18:00:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-7","12/13/24","18:01:46","","Could not find the ColdFusion component or interface app.models.MenuModel.Ensure that the name is correct and that the component or interface exists. The specific sequence of files included or processed is: /app/index.cfm, line: 1 "
"Error","http-nio-8500-exec-1","12/13/24","18:01:57","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-5","12/13/24","18:02:46","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-6","12/13/24","18:03:46","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Information","http-nio-8500-exec-10","12/13/24","18:04:17","","Session rotated successfully."
"Error","http-nio-8500-exec-2","12/13/24","18:04:46","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-6","12/13/24","18:05:46","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-3","12/13/24","18:06:47","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-8","12/13/24","18:07:47","","Error Executing Database Query.ERROR: relation ""menus"" does not exist   Position: 41 The specific sequence of files included or processed is: /app/index.cfm, line: 27 "
"Error","http-nio-8500-exec-7","12/13/24","18:08:47","","Could not find the included template views/MenuView.cfm.Note: If you wish to use an absolute template path (for example, template=""/mypath/index.cfm"") with CFINCLUDE, you must create a mapping for the path using the ColdFusion Administrator. Or, you can use per-application settings to specify mappings specific to this application by specifying a mappings struct to THIS.mappings in Application.cfc. <br> Using relative paths (for example, template=""index.cfm"" or template=""../index.cfm"") does not require the creation of any special mappings. It is therefore recommended  that you use relative paths with CFINCLUDE whenever possible. The specific sequence of files included or processed is: /app/index.cfm, line: 7 "
"Error","http-nio-8500-exec-5","12/13/24","18:08:56","","Could not find the included template views/MenuView.cfm.Note: If you wish to use an absolute template path (for example, template=""/mypath/index.cfm"") with CFINCLUDE, you must create a mapping for the path using the ColdFusion Administrator. Or, you can use per-application settings to specify mappings specific to this application by specifying a mappings struct to THIS.mappings in Application.cfc. <br> Using relative paths (for example, template=""index.cfm"" or template=""../index.cfm"") does not require the creation of any special mappings. It is therefore recommended  that you use relative paths with CFINCLUDE whenever possible. The specific sequence of files included or processed is: /app/index.cfm, line: 7 "
"Error","http-nio-8500-exec-6","12/13/24","18:09:47","","Could not find the included template views/MenuView.cfm.Note: If you wish to use an absolute template path (for example, template=""/mypath/index.cfm"") with CFINCLUDE, you must create a mapping for the path using the ColdFusion Administrator. Or, you can use per-application settings to specify mappings specific to this application by specifying a mappings struct to THIS.mappings in Application.cfc. <br> Using relative paths (for example, template=""index.cfm"" or template=""../index.cfm"") does not require the creation of any special mappings. It is therefore recommended  that you use relative paths with CFINCLUDE whenever possible. The specific sequence of files included or processed is: /app/index.cfm, line: 7 "
"Error","http-nio-8500-exec-3","12/13/24","18:10:47","","Could not find the included template views/MenuView.cfm.Note: If you wish to use an absolute template path (for example, template=""/mypath/index.cfm"") with CFINCLUDE, you must create a mapping for the path using the ColdFusion Administrator. Or, you can use per-application settings to specify mappings specific to this application by specifying a mappings struct to THIS.mappings in Application.cfc. <br> Using relative paths (for example, template=""index.cfm"" or template=""../index.cfm"") does not require the creation of any special mappings. It is therefore recommended  that you use relative paths with CFINCLUDE whenever possible. The specific sequence of files included or processed is: /app/index.cfm, line: 7 "
"Error","http-nio-8500-exec-8","12/13/24","18:11:48","","Could not find the included template views/MenuView.cfm.Note: If you wish to use an absolute template path (for example, template=""/mypath/index.cfm"") with CFINCLUDE, you must create a mapping for the path using the ColdFusion Administrator. Or, you can use per-application settings to specify mappings specific to this application by specifying a mappings struct to THIS.mappings in Application.cfc. <br> Using relative paths (for example, template=""index.cfm"" or template=""../index.cfm"") does not require the creation of any special mappings. It is therefore recommended  that you use relative paths with CFINCLUDE whenever possible. The specific sequence of files included or processed is: /app/index.cfm, line: 7 "
